KEY,TEXT
alliance.war.attack_team,War Attack Team
alliance.war.attack_team.all_heroes_used,All Heroes already used for this war!
alliance.war.attack_team.already_full,Team already full.
alliance.war.attack_team.autofill,Autofill
alliance.war.attack_team.maxcost_reached,Maximum Team Cost reached.
alliance.war.attack_team_short,Attack Team
alliance.war.battle_result,You earned {0} points for your Alliance!
alliance.war.battlefield,Battlefield
alliance.war.chat_toggle,Toggle Chat
alliance.war.confirm_opt_out_message,"Are you sure you would like to [#!]opt out[#] from Alliance Wars?

If you opt out you will not be able to participate in the next War and participation towards your War Chest will stop."
alliance.war.confirm_opt_out_message_tutorial,You will be able to opt out after you have completed the tutorial for Alliance Wars.
alliance.war.defense_team,War Defense Team
alliance.war.defense_team.edit,Edit Defense Team
alliance.war.defense_team.setup_warning,You must setup your defense team to join the next war!
alliance.war.defense_team.setup_warning_battlefield,Your defense team is not full! Please tap on the button below to setup your defense team.
alliance.war.defense_team.setup_warning_extreme,Warning! You will not join the next war unless your defense team has 5 Heroes!
alliance.war.defense_team.short,Defense Team
alliance.war.endtime,War ends in:
alliance.war.enemy_support.description,"{0}

The bar increases each turn. The fewer enemy Heroes remain, the faster it increases."
alliance.war.enemy_support.description.cleanse,"[#!]War Equalizer[#] removes all status effects and stacks, including ghost forms, from all Heroes. It does not remove interminable effects."
alliance.war.enemy_support.description.elemental_charge_blue,"[#!]Elemental Charge[#] gives the following status effects to [##elementblue]Ice[#] Heroes:

{STATUSEFFECTS}"
alliance.war.enemy_support.description.elemental_charge_green,"[#!]Elemental Charge[#] gives the following status effects to [##elementgreen]Nature[#] Heroes:

{STATUSEFFECTS}"
alliance.war.enemy_support.description.elemental_charge_purple,"[#!]Elemental Charge[#] gives the following status effects to [##elementpurple]Dark[#] Heroes:

{STATUSEFFECTS}"
alliance.war.enemy_support.description.elemental_charge_red,"[#!]Elemental Charge[#] gives the following status effects to [##elementred]Fire[#] Heroes:

{STATUSEFFECTS}"
alliance.war.enemy_support.description.elemental_charge_yellow,"[#!]Elemental Charge[#] gives the following status effects to [##elementyellow]Holy[#] Heroes:

{STATUSEFFECTS}"
alliance.war.enemy_support.description.mana_storm,The [#!]Mana Storm[#] gives each Hero {HEROMANA}% mana and each Enemy {ENEMYMANA}% mana.
alliance.war.enemy_support.description.revenge_arrows,The [#!]Arrow Barrage[#] attack does {DAMAGE}% damage on all of your Heroes.
alliance.war.enemy_support.description.revenge_buff,{STATUSEFFECTS}
alliance.war.enemy_support.description.tile_enhancement_red,All [##elementred]Fire[#] shields on the board become enhanced. Enhanced shields have {MODIFIERDEFENDER}% attack.
alliance.war.enemy_support.description.undead_horde,All Heroes get a [#!]Skeleton Minion[#]. Skeleton Minion inherits [#!]{FAMILIARATTACK}%[#] attack and [#!]{FAMILIARHEALTHPERCENT}%[#] HP from Minion Owner.
alliance.war.enemy_support.description.war_aid,With [#!]Field Aid[#] each enemy Hero will recover {HEALTH}% of their health.
alliance.war.enemy_support.description.war_insanity,"Ancient Terror

[#!]When activated:[#]
{STATUSEFFECTS}"
alliance.war.enemy_support.title,War Rule
alliance.war.enemyinfo,Enemy info
alliance.war.engage,Engage
alliance.war.finished,War finished
alliance.war.finishing,War Finishing
alliance.war.info.attack.title,Time of War
alliance.war.info.message,"The goal of [#!]Alliance Wars[#] is to earn points for your Alliance. This is done by defeating enemy Heroes, each defeated Hero taking your Alliance closer to victory. When the War timer runs out, the Alliance with more points wins.

Stronger enemy Heroes are worth more points when defeated. You get bonus points for defeating all the Heroes of an enemy team. Won points are never taken away, even if the player leaves the Alliance.

To participate in Wars you must setup a [#!]War Defense Team[#] during the [#!]Preparation Phase[#] before the War. You can not edit your Defense Team once a War has started.

You can attack multiple times in a War. Each attack consumes [#!]Alliance War Energy[#]. You get additional Alliance War Energy during the War.

Completely defeated Defense Teams are revived after a certain time, which increases on every defeat. You can attack enemies even if all the Heroes of your Defense Team have been defeated.

Note that you can only attack once with any specific Hero during the War. Having a large roster of powerful Heroes, and using them smartly, is the key to victory in Alliance Wars!"
alliance.war.info.peace.title,Preparation Phase
alliance.war.info.war_rules,Info
alliance.war.info_button,War Guide
alliance.war.inspect_team_short,Inspect Team
alliance.war.level_requirement,Alliance Wars are unlocked on [#!]experience level {0}[#].
alliance.war.matchmaking_in_progress,Matchmaking in progress
alliance.war.matchmaking_starts,Matchmaking starts in:
alliance.war.next_starts,Next war starts soon
alliance.war.offline,Offline
alliance.war.online,Online
alliance.war.opt_out,Opt Out
alliance.war.opted_out,This Alliance has opted out of [#!]Alliance Wars[#].
alliance.war.participate,Participate in Wars:
alliance.war.participate_title,Participate in Wars
alliance.war.playerinfo,War Player Info
alliance.war.points_bonus,Bonus points for victory: [%120]{0}[%]
alliance.war.points_earned,Points earned: {0}
alliance.war.points_max,Current available points: [%120]{0}[%]
alliance.war.reserved,Reservation:
alliance.war.result.best_player_ally,Best Ally Player
alliance.war.result.best_player_enemy,Best Enemy Player
alliance.war.result.draw,Draw
alliance.war.result.loottier,Loot Tier - [#!]{0}[#]
alliance.war.result.loottier.draw,Loot Tier - [#!]Draw[#]
alliance.war.result.loottier.lose,Loot Tier - [#!]Defeat[#]
alliance.war.result.loottier.win,Loot Tier - [#!]Victory[#]
alliance.war.result.loottier.winbydefault,Loot Tier - [#!]Win by default[#]
alliance.war.result.lose,Defeated
alliance.war.result.not_found,No players available
alliance.war.result.title,Alliance War Results
alliance.war.result.win,Victory
alliance.war.result.winbydefault,Win by default
alliance.war.revive_timer,Revive in:
alliance.war.rules_activation_description.activate_at_the_start_of_battle.every_turn,This War Rule activates at the start of the battle and each turn.
alliance.war.rules_activation_description.dynamic_duration,This War Rule activates faster when there are defeated defender Heroes on the field.
alliance.war.rules_activation_description.static_duration,This War Rule is activated every [#!]{0}[#] turns.
alliance.war.rules_description.cleanse,"[#!]When activated:[#]
[#!]War Equalizer[#] removes all status effects and stacks, including ghost forms, from all Heroes. It does not remove interminable effects."
alliance.war.rules_description.elemental_charge_blue,"All [##elementblue]Ice[#] Heroes are supported by [#!]Elemental Charge[#] in this Alliance War. Elemental Charge gives the following status effects to [##elementblue]Ice[#] Heroes:

{STATUSEFFECTS}"
alliance.war.rules_description.elemental_charge_green,"All [##elementgreen]Nature[#] Heroes are supported by [#!]Elemental Charge[#] in this Alliance War. Elemental Charge gives the following status effects to [##elementgreen]Nature[#] Heroes:

{STATUSEFFECTS}"
alliance.war.rules_description.elemental_charge_purple,"All [##elementpurple]Dark[#] Heroes are supported by [#!]Elemental Charge[#] in this Alliance War. Elemental Charge gives the following status effects to [##elementpurple]Dark[#] Heroes:

{STATUSEFFECTS}"
alliance.war.rules_description.elemental_charge_red,"All [##elementred]Fire[#] Heroes are supported by [#!]Elemental Charge[#] in this Alliance War. Elemental Charge gives the following status effects to [##elementred]Fire[#] Heroes:

{STATUSEFFECTS}"
alliance.war.rules_description.elemental_charge_yellow,"All [##elementyellow]Holy[#] Heroes are supported by [#!]Elemental Charge[#] in this Alliance War. Elemental Charge gives the following status effects to [##elementyellow]Holy[#] Heroes:

{STATUSEFFECTS}"
alliance.war.rules_description.level_property_assist_dragons,"[#!]Assist Dragons[#] are enabled for all teams in this Alliance War. Each Dragon can be used once when attacking.

Attacking Assist Dragons are more powerful than defending Assist Dragons.

Use an Assist Dragon in an attacking team to gain [#!]{SPIRITMULTIPLIERPERCENTINCREMENT}% more Spirit Bonuses[#], [#!]{DAMAGEEFFECTMULTIPLIERPERCENTINCREMENT}% more Damage[#] and [#!]{HEALEFFECTMULTIPLIERPERCENTINCREMENT}% more Healing[#] for the next Assist Dragon that you use. 

Attacking Assist Dragons currently have {CURRENTASSISTBONUS}

Attacking Assist Dragons gain mana when shields of the respective element are matched.

Defending Assist Dragons gain a small amount of mana each turn and when Heroes of the respective element are hit."
alliance.war.rules_description.level_property_assist_dragons.disabled,There is an issue with the [#!]Skyfire[#] rule. The rule is temporarily disabled while we're investigating the issue.
alliance.war.rules_description.level_property_bloody_battle,"Healing, revival and similar effects have no effect."
alliance.war.rules_description.level_property_luck,All heroes have a chance to be [#1fe42c]Lucky![#] and cast the Special Skill [#!]{PLAYERSREPEATCOUNT}[#] times in a row when activated.
alliance.war.rules_description.level_property_rush_attack,Mana Speed for all Heroes is set to [#!]Very Fast[#] in this Alliance War.
alliance.war.rules_description.mana_storm,"[#!]When activated:[#]
The [#!]Mana Storm[#] gives each attacking Hero {HEROMANA}% mana and each defending Hero {ENEMYMANA}% mana."
alliance.war.rules_description.revenge_arrows,"[#!]When activated:[#]
The [#!]Arrow Barrage[#] does {DAMAGE}% damage on all attacking Heroes based on their current health."
alliance.war.rules_description.revenge_buff,"[#!]When activated:[#]
{STATUSEFFECTS}"
alliance.war.rules_description.tile_enhancement_red,"Defenders of both Alliances are supported by [##elementred]Fire Tile Enhancement[#] in this Alliance War.

All [##herocardred]Fire[#] shields on the board become enhanced. Enhanced shields have {MODIFIERDEFENDER}% attack."
