ID,Name,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #4,Passive #5,Passive #CB1,Passive #CB2,Passive #CB3,Passive #CB4,Passive #CB5,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power,parentHeroId,costumeBonusesId,CB1検索キー,CB2検索キー,CB3検索キー,CB4検索キー,CB1 Atk,CB1 Def,CB1 HP,CB1 Mana,CB2 Atk,CB2 Def,CB2 HP,CB2 Mana,CB3 Atk,CB3 Def,CB3 HP,CB3 Mana,CB4 Atk,CB4 Def,CB4 HP,CB4 Mana
goblin_fighter_costume_evil,Carver C,The Cutthroat,C1,1514,Green,3,Season1,classic,2020-05-18,Fighter,Average,stab_of_four_blades,,,,,,,,,,,Special Boost,481,431,644,444,545,488,730,494,674,603,903,596,5%,514,461,708,473,583,522,803,527,721,645,993,636,5%,553,495,772,505,626,561,876,563,775,693,1083,681,5%,562,504,785,512,637,570,890,572,788,705,1101,692,,,,,,,,,,,,,,goblin_fighter,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
forest_woodsman_warrior_costume_camouflage,Little John C,Stealthy Brother,C1,1248,Green,4,Season1,classic,2020-05-18,Ranger,Slow,massive_cleave,,,,,,,,,,,Special Armor,720,595,988,641,782,646,1073,689,907,749,1244,786,5%,770,636,1096,686,836,691,1191,737,970,801,1380,841,5%,828,684,1185,732,899,742,1287,787,1043,861,1492,900,5%,842,696,1205,743,914,755,1309,799,1061,876,1517,914,5%,856,708,1225,754,930,768,1330,811,1079,891,1542,928,forest_woodsman_warrior,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
forest_male_elf_costume_dark,Elkanen C,Moonlit Conqueror,C1,818,Green,5,Season1,classic,2020-05-18,Barbarian,Fast,eclipse_spear,,,,,,,,,,,Attack Up,655,821,1246,758,705,885,1343,807,807,1013,1536,906,5%,740,927,1495,852,796,1000,1611,909,911,1144,1843,1022,5%,844,1059,1794,968,909,1141,1933,1033,1041,1306,2211,1164,5%,1015,1272,2118,1132,1092,1371,2283,1210,1250,1570,2611,1367,5%,1146,1436,2217,1238,1233,1548,2390,1324,1412,1772,2734,1498,forest_male_elf,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
forest_female_spirit_costume_autumn,Belith C,Grove Spirit,C1,1512,Green,3,Season1,classic,2020-05-18,Wizard,Average,tranquil_mist,,,,,,,,,,,Special Armor,417,439,771,441,472,498,874,492,584,615,1080,592,5%,446,469,848,471,505,532,961,525,624,658,1188,633,5%,479,504,925,503,542,572,1048,561,671,707,1296,679,5%,487,513,940,510,552,582,1066,570,683,719,1317,689,,,,,,,,,,,,,,forest_female_spirit,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
forest_female_elf_costume_mage,Kadilen C,Priestess of Moonlight,C1,817,Green,5,Season1,classic,2020-05-18,Sorcerer,Fast,crescent_shield,,,,,,,,,,,Special Armor,665,791,1271,757,717,852,1369,806,820,975,1567,904,5%,751,893,1525,851,810,962,1642,907,926,1101,1880,1020,5%,857,1020,1830,966,924,1099,1971,1032,1057,1257,2256,1162,5%,1030,1226,2160,1131,1111,1320,2327,1209,1271,1511,2663,1365,,,,,,,,,,,,,,forest_female_elf,classic,classic_C1_5,classic_C2_5,classic_C3_5,,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,,,,
nomad_female_captain_costume_pirate,Marjana C,Terror of Windemer,C1,822,Red,5,Season1,classic,2021-01-18,Wizard,Fast,lava_blast,,,,,,,,,,,Special Boost,718,671,1363,755,774,723,1469,804,886,828,1681,902,5%,811,758,1635,849,874,816,1762,906,1001,935,2017,1019,5%,926,865,1962,965,998,932,2115,1031,1142,1068,2420,1162,5%,1112,1040,2317,1129,1199,1120,2497,1207,1373,1283,2857,1364,5%,1256,1174,2426,1232,1354,1265,2614,1319,1550,1449,2992,1492,nomad_female_captain,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
nomad_mage_costume_goggles,Jahangir C,Wizard from the Sandsea,C1,1520,Red,3,Season1,classic,2021-01-18,Wizard,Slow,comet,,,,,,,,,,,Regen,490,422,641,444,555,478,726,494,686,591,898,596,5%,524,451,705,473,593,511,798,527,734,632,987,637,5%,563,485,769,505,638,549,871,563,788,679,1077,681,5%,573,493,782,513,649,559,885,572,802,691,1095,692,,,,,,,,,,,,,,nomad_mage,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
oriental_warrior_king_costume_roman,Leonidas C,King of Sparta,C1,826,Yellow,5,Season1,classic,2021-01-18,Barbarian,Average,roman_cleave,,,,,,,,,,,Damage Reduction,714,737,1225,752,770,794,1320,801,881,909,1511,899,5%,806,832,1470,845,870,897,1584,902,995,1027,1813,1014,5%,921,950,1764,960,993,1024,1900,1025,1136,1172,2175,1155,5%,1106,1142,2082,1123,1193,1230,2244,1201,1365,1408,2568,1356,5%,1249,1289,2180,1228,1347,1389,2349,1314,1541,1590,2689,1486,oriental_warrior_king,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
orc_troopmaster_costume_merchant,Gormek C,The Coveteus,C1,1255,Red,4,Season1,classic,2021-01-18,Wizard,Average,wallet_pulverizer,,,,,,,,,,,Special Boost,582,578,1374,642,632,628,1493,691,733,728,1732,787,5%,622,618,1525,689,676,671,1657,741,784,778,1922,846,5%,669,664,1648,735,726,722,1791,792,842,837,2078,904,5%,680,676,1676,746,739,734,1821,804,857,851,2113,919,5%,692,687,1703,757,752,747,1851,816,872,866,2147,933,orc_troopmaster,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
nordic_chained_werewolf_costume_raccoon,Graymane C,Garlic Thief,C1,1522,Blue,3,Season1,classic,2021-01-18,Barbarian,Average,raccoon_bite,,,,,,,,,,,Dodge,436,392,815,441,494,445,923,491,610,550,1141,592,5%,466,419,896,470,528,476,1015,525,652,588,1255,633,5%,501,450,978,503,568,511,1107,561,701,632,1369,678,5%,510,458,994,510,577,520,1126,570,713,643,1392,689,,,,,,,,,,,,,,nordic_chained_werewolf,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
nordic_ancestral_warrior_costume_corrupted,Grimm C,Heir of Evil,C1,1256,Blue,4,Season1,classic,2021-01-18,Rogue,Average,merciless_pulverizer,,,,,,,,,,,Ailment Immunity,682,558,1162,642,741,607,1263,691,859,704,1464,787,5%,729,597,1289,687,792,649,1401,740,919,753,1625,844,5%,784,641,1394,734,852,698,1515,790,987,809,1756,902,5%,797,652,1417,744,866,710,1540,802,1005,823,1786,917,5%,811,664,1440,756,881,722,1566,814,1022,837,1815,931,nordic_ancestral_warrior,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
oriental_female_guard_costume_soldier,Dawa C,Shaguadian Guardian,C1,1525,Yellow,3,Season1,classic,2021-01-18,Barbarian,Average,pounding_attack,,,,,,,,,,,Rage,502,403,622,440,569,457,705,490,703,564,871,590,5%,537,431,684,469,608,488,775,522,752,603,958,631,5%,577,463,746,501,654,525,846,559,808,648,1045,675,,,,,,,,,,,,,,,,,,,,,,,,,,,oriental_female_guard,classic,classic_C1_3,classic_C2_3,,,7%,7%,10%,5%,15%,15%,20%,5%,,,,,,,,
nomad_female_assassin_costume_poison,Scarlett C,Assassin from the Sandsea,C1,1253,Red,4,Season1,classic,2021-01-18,Ranger,Fast,blade_venom,,,,,,,,,,,Dodge,733,535,1066,640,796,581,1159,688,923,674,1343,784,5%,784,572,1183,685,851,621,1286,736,987,721,1490,840,5%,842,615,1279,730,915,668,1390,786,1061,775,1611,898,5%,857,625,1300,741,931,679,1413,798,1079,788,1638,912,,,,,,,,,,,,,,nomad_female_assassin,classic,classic_C1_4,classic_C2_4,classic_C3_4,,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
undead_captain_warrior_costume_prince,Cyprian C,Deathless Prince,C1,1260,Purple,4,Season1,classic,2021-01-18,Sorcerer,Average,deadly_riposte,,,,,,,,,,,Damage Reduction,529,665,1328,642,574,722,1443,690,666,837,1673,786,5%,566,711,1474,688,614,772,1601,740,712,895,1857,844,5%,608,764,1593,734,660,830,1731,790,765,962,2007,903,5%,618,778,1620,745,671,844,1760,802,779,979,2041,917,5%,629,791,1646,757,683,859,1789,815,792,996,2074,931,undead_captain_warrior,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
exalted_female_statue_costume_sungoddess,Justice C,Ancient of the Sun,C1,825,Yellow,5,Season1,classic,2021-01-18,Wizard,Slow,day_of_judgement,,,,,,,,,,,Special Armor,673,721,1374,754,725,777,1480,803,830,889,1694,901,5%,760,814,1648,849,819,878,1776,906,937,1004,2032,1018,5%,868,930,1978,966,935,1002,2131,1031,1070,1146,2439,1161,5%,1043,1117,2335,1129,1123,1204,2516,1207,1286,1377,2879,1363,5%,1177,1261,2445,1232,1268,1359,2634,1318,1452,1555,3015,1490,exalted_female_statue,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
undead_horned_skeleton_costume_fool,Oberon C,Jester Remnant,C1,1528,Purple,3,Season1,classic,2021-01-18,Sorcerer,Slow,toxic_tricks,,,,,,,,,,,Boosted Regen,394,441,849,445,447,500,963,496,552,618,1190,597,5%,421,471,933,474,478,535,1059,530,590,661,1309,639,5%,453,507,1018,508,514,575,1155,567,634,710,1428,685,,,,,,,,,,,,,,,,,,,,,,,,,,,undead_horned_skeleton,classic,classic_C1_3,classic_C2_3,,,7%,7%,10%,5%,15%,15%,20%,5%,,,,,,,,
oriental_panda_berserker_costume_farmer,Gan Ju C,Root of Bamboo,C1,1527,Yellow,3,Season1,classic,2021-01-18,Barbarian,Fast,rural_chop,,,,,,,,,,,Special Boost,495,354,768,444,561,401,870,495,693,496,1075,596,5%,529,378,844,474,600,429,957,529,741,530,1182,638,5%,569,407,921,507,645,461,1044,565,796,570,1290,683,5%,579,414,936,514,656,469,1061,574,810,580,1311,694,,,,,,,,,,,,,,oriental_panda_berserker,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
royal_knight_commander_costume_king,Thorne C,King Frostmorrow,C1,824,Blue,5,Season1,classic,2021-01-18,Sorcerer,Average,summers_end,,,,,,,,,,,Attack Up,692,749,1295,758,745,808,1396,807,853,924,1597,905,5%,781,846,1554,852,841,913,1675,909,963,1044,1916,1022,5%,892,966,1864,968,961,1042,2010,1034,1100,1191,2299,1165,5%,1072,1160,2201,1133,1154,1252,2373,1211,1322,1432,2714,1368,,,,,,,,,,,,,,royal_knight_commander,classic,classic_C1_5,classic_C2_5,classic_C3_5,,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,,,,
nordic_swordman_costume_climber,Valen C,Clean-Cut Climber,C1,1524,Blue,3,Season1,classic,2021-01-18,Rogue,Fast,thrilling_clash,,,,,,,,,,,Special Boost,465,422,689,442,527,478,782,492,652,591,966,593,5%,497,451,757,471,563,511,860,525,697,632,1062,634,5%,534,485,826,503,606,549,938,562,749,679,1159,679,,,,,,,,,,,,,,,,,,,,,,,,,,,nordic_swordman,classic,classic_C1_3,classic_C2_3,,,7%,7%,10%,5%,15%,15%,20%,5%,,,,,,,,
oriental_panda_warrior_costume_armor,Hu Tao C,Bark of Bamboo,C1,1259,Yellow,4,Season1,classic,2021-01-18,Paladin,Slow,aura_wave,,,,,,,,,,,Special Armor,554,709,1153,638,602,771,1253,687,698,894,1453,783,5%,592,758,1279,683,644,824,1390,735,746,956,1612,839,5%,637,815,1383,729,692,886,1503,785,802,1028,1743,897,5%,648,829,1406,740,704,902,1528,797,816,1045,1772,911,5%,659,843,1429,751,716,917,1553,809,830,1063,1801,925,oriental_panda_warrior,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
undead_female_warrior_costume_princess,Sabina C,Deathless Princess,C1,1261,Purple,4,Season1,classic,2021-01-18,Cleric,Average,haze_of_the_deceased,,,,,,,,,,,Defense Up,707,612,977,640,768,664,1062,688,891,770,1231,784,5%,756,654,1084,684,821,710,1178,736,953,823,1366,840,5%,813,703,1172,730,883,763,1274,786,1024,885,1477,897,5%,827,716,1191,741,898,776,1295,797,1042,900,1501,911,,,,,,,,,,,,,,undead_female_warrior,classic,classic_C1_4,classic_C2_4,classic_C3_4,,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
nomad_female_berserker_costume_shaman,Kelile C,Shaman of Dragonia,C1,1254,Red,4,Season1,classic,2021-01-18,Druid,Fast,dance_of_ignition,,,,,,,,,,,Rage,711,658,905,644,773,715,983,693,896,829,1140,790,5%,760,704,1004,688,827,765,1091,741,958,887,1265,845,5%,817,756,1086,734,888,822,1179,791,1030,953,1368,903,5%,831,769,1104,745,904,836,1199,803,1048,969,1390,917,5%,846,783,1122,757,919,850,1218,815,1066,986,1413,932,nomad_female_berserker,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
oriental_female_mage_costume_mender,Kailani C,Magnanimous Mender,C1,1526,Yellow,3,Season1,classic,2021-01-18,Sorcerer,Slow,spirit_rally,,,,,,,,,,,Defense Up,403,474,750,443,457,537,851,494,564,664,1051,595,5%,431,507,825,473,488,574,936,527,603,710,1156,636,5%,463,545,900,505,525,617,1021,564,648,763,1261,681,5%,471,554,915,513,534,628,1038,573,659,776,1282,692,,,,,,,,,,,,,,oriental_female_mage,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
nordic_mage_costume_hermit,Ulmer C,Hermit of Glaceholm,C1,1523,Blue,3,Season1,classic,2021-01-18,Monk,Slow,whiteout,,,,,,,,,,,Special Armor,498,384,702,445,565,435,795,495,698,537,983,597,5%,532,410,772,474,604,465,874,528,746,574,1081,638,5%,572,441,842,506,649,500,954,565,802,617,1179,683,,,,,,,,,,,,,,,,,,,,,,,,,,,nordic_mage,classic,classic_C1_3,classic_C2_3,,,7%,7%,10%,5%,15%,15%,20%,5%,,,,,,,,
tribal_chief_costume_conqueror,Khagan C,Avenger of Tribes,C1,823,Red,5,Season1,classic,2021-01-18,Barbarian,Slow,conquerors_command,,,,,,,,,,,Mana Boost,725,659,1390,757,781,710,1498,806,894,812,1714,905,5%,819,744,1668,853,882,802,1797,909,1010,917,2056,1023,5%,935,850,2001,970,1007,915,2157,1035,1153,1047,2468,1167,5%,1123,1021,2363,1134,1210,1100,2546,1212,1385,1258,2913,1369,5%,1268,1153,2474,1238,1366,1242,2666,1324,1564,1421,3050,1497,tribal_chief,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
nomad_axe_adventurer_costume_magma,Colen C,Fiery Bounty Hunter,C1,1252,Red,4,Season1,classic,2021-01-18,Paladin,Slow,lavablow,,,,,,,,,,,Special Boost,735,520,1111,643,798,565,1207,691,926,655,1400,788,5%,786,556,1233,688,853,604,1339,740,990,700,1554,845,5%,845,598,1333,734,917,649,1448,790,1064,753,1680,903,5%,859,608,1355,745,933,661,1472,802,1083,766,1708,917,5%,874,618,1377,756,949,672,1496,814,1101,779,1736,931,nomad_axe_adventurer,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
orc_warrior_costume_urukhai,Nashgar C,Last to Retreat,C1,1521,Red,3,Season1,classic,2021-01-18,Rogue,Fast,searing_strike,,,,,,,,,,,Special Boost,540,352,650,443,612,399,736,493,756,494,910,595,5%,577,376,715,472,654,426,809,526,808,528,1001,635,5%,621,404,780,504,703,458,883,562,869,568,1092,681,5%,631,411,793,511,716,466,897,571,884,577,1110,691,,,,,,,,,,,,,,orc_warrior,classic,classic_C1_3,classic_C2_3,classic_C3_3,,7%,7%,10%,5%,15%,15%,20%,5%,17%,17%,22%,5%,,,,
underworld_champion_costume_champion,Obakan C,Praetorian Gladiator,C1,827,Purple,5,Season1,classic,2021-01-18,Rogue,Fast,unite_and_oppose,,,,,,,,,,,Damage Reduction,739,679,1306,756,796,732,1407,805,911,838,1610,903,5%,835,767,1567,851,899,827,1688,907,1029,946,1932,1020,5%,953,875,1880,966,1026,944,2026,1032,1175,1081,2318,1163,5%,1145,1052,2220,1131,1233,1134,2391,1208,1412,1298,2737,1365,5%,1293,1188,2324,1235,1393,1281,2504,1321,1594,1466,2865,1494,underworld_champion,classic,classic_C1_5,classic_C2_5,classic_C3_5,classic_C4_5,13%,13%,20%,5%,29%,29%,44%,5%,55%,55%,70%,5%,75%,75%,78%,5%
oriental_falconer_costume_dodo,Chao C,Master Conservator,C1,1257,Yellow,4,Season1,classic,2021-01-18,Druid,Fast,strategic_slash,,,,,,,,,,,Dodge,641,648,1081,642,697,704,1175,690,808,816,1362,786,5%,685,693,1199,686,745,753,1304,739,864,873,1511,843,5%,737,745,1297,733,801,809,1410,789,929,938,1634,901,5%,749,758,1318,743,815,823,1433,801,945,954,1661,915,5%,762,771,1340,755,829,837,1457,813,961,971,1688,929,oriental_falconer,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
oriental_monkey_captain_costume_warrior,Wu Kong C,Monkey Ronin,C1,1258,Yellow,4,Season1,classic,2021-01-18,Paladin,Average,change_stance,,,,,,,,,,,Attack Up,694,658,958,646,755,715,1041,695,875,829,1207,792,5%,742,704,1063,690,807,765,1155,743,936,887,1339,848,5%,798,756,1149,736,868,822,1249,793,1006,953,1448,906,5%,811,769,1168,747,883,836,1270,805,1023,969,1472,920,5%,825,783,1187,759,898,850,1290,817,1041,986,1496,934,oriental_monkey_captain,classic,classic_C1_4,classic_C2_4,classic_C3_4,classic_C4_4,7%,7%,11%,5%,15%,15%,20%,5%,17%,17%,22%,5%,19%,19%,24%,5%
s2_poseidon_costume_slayer,Poseidon C,Slayer of Atlantis,C1,838,Yellow,5,Season2,atlantis,2021-11-15,Ranger,Fast,oceanic_slayer,,,,,,,,,,,Special Boost,735,710,1390,775,792,765,1498,826,906,876,1714,927,5%,918,887,1807,947,990,956,1947,1011,1132,1095,2228,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s2_poseidon,atlantis,atlantis_5,,,,25%,25%,30%,5%,,,,,,,,,,,,
s2_ariel_costume_enchanter,Ariel C,Enchanter of Atlantis,C1,837,Blue,5,Season2,atlantis,2021-11-15,Sorcerer,Average,deep_sea_ritual,,,,,,,,,,,Attack Up,743,758,1248,772,801,816,1345,822,916,934,1539,922,5%,928,947,1622,942,1001,1020,1748,1005,1145,1167,2000,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s2_ariel,atlantis,atlantis_5,,,,25%,25%,30%,5%,,,,,,,,,,,,
s2_cursed_samurai_costume_beetle,Kageburado C,Beetle Samurai,C1,836,Purple,5,Season2,japanese,2021-11-15,Paladin,Very Fast,beetle_strike,,,,,,,,,,,Counter[-]attack,760,729,1264,772,819,785,1363,822,937,899,1559,922,5%,950,911,1643,942,1023,981,1771,1005,1171,1123,2026,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s2_cursed_samurai,atlantis,atlantis_5,,,,25%,25%,30%,5%,,,,,,,,,,,,
s2_ursena_costume_reef,Ursena C,Deadly Reef Queen,C1,839,Purple,5,Season2,atlantis,2021-11-15,Druid,Average,reef_blast,,,,,,,,,,,Rage,749,739,1293,775,808,796,1394,825,924,911,1595,926,5%,936,923,1680,946,1010,995,1812,1010,1155,1138,2073,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s2_ursena,atlantis,atlantis_5,,,,25%,25%,30%,5%,,,,,,,,,,,,
easter_killhare_costume_farmer,Killhare C,Ultimate Farmer,C1,852,Purple,5,Easter,easter,2022-03-21,Druid,Average,championship_carrot,,,,,,,,,,,Defense Up,721,770,1402,789,777,830,1511,840,889,949,1729,943,5%,879,924,1752,936,947,996,1888,999,1084,1138,2161,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easter_killhare,easter,easter_5,,,,22%,20%,25%,5%,,,,,,,,,,,,
rabbit_blue_costume_riftbreaker,Master Lepus C,Rift Breaker,C1,851,Blue,5,Easter,easter,2022-03-21,Barbarian,Fast,rift_blade,,,,,,,,,,,Special Boost,774,706,1211,763,834,761,1305,812,955,871,1493,912,5%,944,847,1513,904,1017,913,1631,964,1165,1045,1866,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rabbit_blue,easter,easter_5,,,,22%,20%,25%,5%,,,,,,,,,,,,
sand_queen_costume_surfer,Rana C,Surfer Queen,C1,829,Yellow,5,Summer,sand,2021-06-21,Cleric,Average,sand_wave_rana,,,,,,,,,,,Defense Up,745,727,1314,773,803,783,1416,823,919,896,1620,924,5%,931,908,1708,944,1003,978,1840,1007,1148,1120,2106,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sand_queen,sand,sand_5,,,,25%,25%,30%,5%,,,,,,,,,,,,
sand_king_costume_lifeguard,Yunan C,King of Lifeguards,C1,828,Green,5,Summer,sand,2021-06-21,Paladin,Slow,sand_wave_yunan,,,,,,,,,,,Boosted Regen,640,795,1421,770,690,856,1531,820,789,980,1752,920,5%,800,993,1847,941,862,1070,1990,1004,986,1225,2277,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sand_king,sand,sand_5,,,,25%,25%,30%,5%,,,,,,,,,,,,
fire_god_doom_costume_avenger,Gravemaker C,Burning Avenger,C1,834,Red,5,MonthlyHeroJune2018,hotm2018,2021-10-20,Paladin,Very Fast,dust_to_dust,,,,,,extra_special_dispel_newest,,,,,Counter[-]attack,721,700,1390,767,777,754,1498,817,889,863,1714,917,5%,922,882,2015,976,994,950,2172,1042,1137,1087,2485,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_god_doom,legends,legends_5,,,,28%,26%,45%,5%,,,,,,,,,,,,
dark_god_seshat_costume_revenant,Seshat C,High Revenant Archer,C1,835,Purple,5,MonthlyHeroJuly2019,hotm2019,2021-10-20,Barbarian,Fast,excorcizing_arrow,resist_direct_mana_reductions,,,,,extra_special_cleanse_newest,,,,,Dodge,766,677,1343,770,825,730,1447,820,944,835,1656,921,5%,980,853,1947,979,1056,919,2098,1045,1208,1052,2401,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark_god_seshat,legends,legends_5,,,,28%,26%,45%,5%,,,,,,,,,,,,
holy_god_drake_lee_costume_serene,Drake Fong C,Serene Fighter,C1,848,Yellow,5,MonthlyHeroAugust2018,hotm2018,2021-12-23,Fighter,Fast,fabled_fist,,,,,,extra_special_dispel_newest,,,,,Special Boost,737,706,1343,768,794,761,1447,818,909,871,1656,918,5%,943,889,1947,976,1016,958,2098,1042,1163,1097,2401,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy_god_drake_lee,legends,legends_5,,,,28%,26%,45%,5%,,,,,,,,,,,,
pirate_commodore_finley_costume_bleak,Finley C,Bleak Commodore,C1,854,Blue,5,RecurringFestival,pirate,2022-04-14,Fighter,Fast,commodores_malice,,,,,,extra_special_poison,,,,,Attack Up,788,727,1273,782,850,783,1371,833,972,896,1569,935,5%,1000,908,1782,978,1079,978,1919,1045,1234,1120,2196,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pirate_commodore_finley,festival,festival_5,,,,27%,25%,40%,5%,,,,,,,,,,,,
ice_god_athena_costume_wargoddess,Athena C,Goddess of War,C1,846,Blue,5,MonthlyHeroJuly2017,hotm2017,2021-12-23,Barbarian,Average,athenas_arrow,,,,,,extra_special_dispel_newest,,,,,Special Boost,729,698,1355,765,785,752,1460,814,899,861,1671,914,5%,933,879,1964,972,1004,947,2117,1037,1150,1084,2422,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_god_athena,legends,legends_5,,,,28%,26%,45%,5%,,,,,,,,,,,,
forest_god_oberon_costume_everoak,Alberich C,Everoak Knight,C1,833,Green,5,MonthlyHeroOctober2017,hotm2017,2021-10-20,Cleric,Slow,midsummers_reverie,,,,,,extra_special_cleanse_newest,,,,,Special Armor,712,751,1291,765,768,810,1391,815,878,927,1592,914,5%,911,946,1871,970,983,1020,2016,1036,1123,1168,2308,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forest_god_oberon,legends,legends_5,,,,28%,26%,45%,5%,,,,,,,,,,,,
